,site,site_name,latitude,longitude,elevation,country,country_iso_code,site_type,site_area,date_start,date_end,network,eu_code,eoi_code,observation_count,data_source
1193,cz_bmis,Mikulov-Sedlec,48.79176712,16.72449684,245,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1194,cz_bzno,Znojmo,48.84295654,16.06012726,225,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1195,cz_ccbd,Ceske Budejovice,48.98438644,14.46568394,383,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1196,cz_cchu,Churanov,49.06843567,13.61480141,1118,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1197,cz_chvo,Hojna Voda,48.72419739,14.723382,818,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1198,cz_ckoc,Kocelovice,49.46727371,13.83745575,519,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1199,cz_cpra,Prachatice,49.01608658,14.00044441,583,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1200,cz_ctab,Tabor,49.41123199,14.67638874,400,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1201,cz_emtp,Moravska Trebova - Piaristicka.,49.75899506,16.66672134,350,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1202,cz_epao,Pardubice-Rosice,50.04219818,15.73941422,217,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1203,cz_epau,Pardubice Dukla,50.02403641,15.76354885,239,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1204,cz_esvr,Svratouch,49.73508453,16.03419685,735,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1205,cz_hhkb,Hradec Kralove-Brnen,50.19536209,15.84637642,232,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1206,cz_hhko,Hradec Kralove-observator,50.17763138,15.83839035,276,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1207,cz_hplo,Polom,50.35056305,16.3227272,747,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1208,cz_htrt,Trutnov - Tkalcovska,50.56587982,15.90392685,432,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1209,cz_jjih,Jihlava,49.40159607,15.6102457,502,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1210,cz_jkmy,Kostelni Myslova,49.15915298,15.43904781,569,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1211,cz_jkos,Kosetice,49.57339478,15.0802784,535,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1212,cz_jtre,Trebic,49.22343826,15.86577797,462,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1213,cz_kchm,Cheb,50.06586075,12.36344242,493,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1214,cz_kprb,Prebuz,50.37247849,12.61538029,904,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1215,cz_ksom,Sokolov,50.17282486,12.67281818,476,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1216,cz_lclm,Ceska Lipa,50.69804382,14.53734493,299,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1217,cz_lfrt,Frydlant,50.94065094,15.06981659,366,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1218,cz_llil,Liberec Rochlice,50.75510025,15.06996727,422,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1219,cz_lsou,Sous,50.78964615,15.31968307,771,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1220,cz_mjes,Jesenik-lazne,50.24224091,17.19017982,625,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1221,cz_mlos,Lostice,49.74791718,16.92577744,258,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1222,cz_molj,Olomouc-Hejcin,49.60146332,17.23807335,224,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1223,cz_mprr,Prerov,49.45165634,17.45415878,210,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1224,cz_mpst,Prostejov,49.46785736,17.11472511,218,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1225,cz_pkuj,Kamenny Ujezd,49.72200012,13.6185379,385,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1226,cz_ppla,Plzen-Slovany,49.73244858,13.40228081,340,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1227,cz_pple,Plzen-stred,49.74732971,13.38103867,306,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1228,cz_ppll,Plzen-Lochotin,49.77012634,13.36822128,360,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1229,cz_pplv,Plzen-Doubravka,49.76861572,13.42338085,348,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1230,cz_pprm,Primda,49.66958237,12.6778841,740,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1231,cz_sber,Beroun,49.9579277,14.05830002,216,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1232,cz_sklm,Kladno-stred mesta,50.14385986,14.10178375,303,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1233,cz_skls,Kladno-Svermov,50.1674118,14.10604763,219,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1234,cz_smbo,Mlada Boleslav,50.42864609,14.91385937,224,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1235,cz_sonr,Ondrejov,49.91351318,14.7826252,514,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1236,cz_sror,Rozdalovice-Ruska,50.30198288,15.17830276,198,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1237,cz_tbkr,Bily Kriz,49.50260925,18.53856087,890,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1238,cz_tcer,Cervena hora,49.77714157,17.54194641,749,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1239,cz_tctn,Cesky Tesin,49.74895859,18.60972595,285,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1240,cz_tfmi,Frydek-Mistek,49.67179108,18.3510704,290,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1241,cz_thar,Havirov,49.79097748,18.40683556,260,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1242,cz_tkar,Karvina,49.86379623,18.55145264,238,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1243,cz_tocb,Ostrava-Ceskobratrsk,49.83984756,18.28997612,215,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1244,cz_toff,Ostrava-Fifejdy,49.83918762,18.26368904,220,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1245,cz_topo,Ostrava-Poruba/CHMU,49.82529449,18.15927505,242,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1246,cz_topr,Ostrava-Privoz,49.85625839,18.26974106,207,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1247,cz_tovk,Opava-Katerinky,49.94498825,17.90953064,255,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1248,cz_tozr,Ostrava-Zabreh,49.79603958,18.24718094,235,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1249,cz_tstd,Studenka,49.72093582,18.08930588,231,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1250,cz_ttrk,Trinec-Kanada,49.67237854,18.6430378,346,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1251,cz_ttro,Trinec-Kosmos,49.66811371,18.67779922,320,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1252,cz_tver,Vernovice,49.9246788,18.42287254,203,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1253,cz_uchm,Chomutov,50.4675293,13.41269588,344,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1254,cz_udcm,Decin,50.77415085,14.21879387,131,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1255,cz_udok,Doksany,50.45885468,14.1701622,158,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1256,cz_ukru,Krupka,50.69667053,13.84769154,533,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1257,cz_ulom,Lom,50.58576584,13.67341805,265,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1258,cz_ultt,Litomerice,50.54089737,14.11940861,190,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1259,cz_umed,Medenec,50.42758942,13.13014317,827,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1260,cz_umom,Most,50.51036453,13.64527225,221,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1261,cz_urvh,Rudolice v Horach,50.57983398,13.41950607,840,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1262,cz_usnz,Sneznik,50.78944397,14.08679867,590,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1263,cz_utpm,Teplice,50.64527893,13.85124969,257,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1264,cz_utus,Tusimice,50.37658691,13.32762241,322,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1265,cz_uuld,Usti n.L.-Vseboricka,50.68312454,13.99787331,230,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1266,cz_uulk,Usti n.L.-Kockov,50.68352509,14.04119492,367,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1267,cz_uulm,Usti n.L.-mesto,50.66109467,14.04306316,147,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1268,cz_zsnv,Stitna n.Vlari,49.04781723,18.00782776,600,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1269,cz_ztnv,Tesnovice,49.25939178,17.41056061,280,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1270,cz_zuhr,Uherske Hradiste,49.0679512,17.46684837,191,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1271,cz_zvmz,Valasske Mezirici,49.47205734,17.96697617,290,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1272,cz_zzln,Zlin,49.23290634,17.66717529,258,czechia,CZ,NA,NA,NA,NA,NA,NA,NA,NA,aqer:e2a
1273,czpolom,Polom,50.35027647,16.32247854,747,czechia,CZ,background,rural_nearcity,NA,NA,NET-CZ001A,STA-CZPOLOM,CZPOLOM,NA,aqer:e1a
1274,debb001,Burg (Spreewald),51.837585,14.141703,54,germany,DE,background,suburban,01/01/1993 00:00,20/05/2003 15:00,NA,NA,NA,305458,airbase
1275,debb003,Brandenburg a.d. Havel,52.412113,12.544442,33,germany,DE,traffic,urban,01/04/1991 00:00,07/06/2001 17:00,NA,NA,NA,441953,airbase
1276,debb006,Cottbus-Süd,51.740765,14.322827,76,germany,DE,background,urban,01/01/1993 00:00,30/12/2002 00:00,NA,NA,NA,577670,airbase
1277,debb007,Elsterwerda,51.462734,13.526796,89,germany,DE,background,suburban,01/01/1997 00:00,14/12/2020 01:00,NET.DE_BB,STA.DE_DEBB007,DEBB007,726484,airbase; aqer:e1a; aqer:e2a
1278,debb008,Finsterwalde,51.636486,13.710116,110,germany,DE,traffic,urban,01/01/1996 00:00,10/10/2000 15:00,NA,NA,NA,186457,airbase
1279,debb009,Forst,51.744026,14.640592,75,germany,DE,background,suburban,02/01/1997 00:00,03/01/2003 11:00,NA,NA,NA,316760,airbase
1280,debb010,Guben,51.948544,14.712247,46,germany,DE,background,suburban,01/01/1993 00:00,10/04/2000 07:00,NA,NA,NA,203779,airbase
1281,debb011,Hennigsdorf,52.636421,13.203808,32,germany,DE,background,suburban,01/01/1992 00:00,26/12/1994 23:00,NA,NA,NA,20622,airbase
1282,debb012,Herzberg,51.692936,13.228908,80,germany,DE,traffic,suburban,01/01/1996 00:00,31/12/2001 23:00,NA,NA,NA,248973,airbase
1283,debb014,Lübbenau,51.857101,13.937359,53,germany,DE,background,suburban,01/01/1992 00:00,31/12/1996 23:00,NA,NA,NA,44056,airbase
1284,debb016,Ludwigsfelde,52.296162,13.256123,41,germany,DE,background,suburban,01/01/1997 00:00,31/12/1997 23:00,NA,NA,NA,16736,airbase
